sentence,head,tail,head_offset,tail_offset,head_type,tail_type
二叉搜索树是一棵空树或者具有如下性质的二叉树：若任意节点的左子树不空，则左子树上所有节点的值均小于它的根节点的值,二叉树,左子树,19,36,CON,CON
二叉搜索树是一棵空树或者具有如下性质的二叉树：若任意节点的左子树不空，则左子树上所有节点的值均小于它的根节点的值,二叉树,左子树,19,29,CON,CON
二叉搜索树是一棵空树或者具有如下性质的二叉树：若任意节点的左子树不空，则左子树上所有节点的值均小于它的根节点的值,二叉搜索树,左子树,0,36,CON,CON
二叉搜索树是一棵空树或者具有如下性质的二叉树：若任意节点的左子树不空，则左子树上所有节点的值均小于它的根节点的值,二叉搜索树,左子树,0,29,CON,CON
二叉搜索树是一棵空树或者具有如下性质的二叉树：若任意节点的左子树不空，则左子树上所有节点的值均小于它的根节点的值,左子树,左子树,36,29,CON,CON
邻接表是一种用于表示图的数据结构，它通过为图中的每个顶点建立一个链表，链表中的节点表示与该顶点相邻接的其他顶点，具有空间复杂度低、,链表,空间复杂度,32,58,CON,CON
邻接表是一种用于表示图的数据结构，它通过为图中的每个顶点建立一个链表，链表中的节点表示与该顶点相邻接的其他顶点，具有空间复杂度低、,链表,链表,32,35,CON,CON
邻接表是一种用于表示图的数据结构，它通过为图中的每个顶点建立一个链表，链表中的节点表示与该顶点相邻接的其他顶点，具有空间复杂度低、,链表,邻接表,32,0,CON,CON
邻接表是一种用于表示图的数据结构，它通过为图中的每个顶点建立一个链表，链表中的节点表示与该顶点相邻接的其他顶点，具有空间复杂度低、,空间复杂度,链表,58,35,CON,CON
邻接表是一种用于表示图的数据结构，它通过为图中的每个顶点建立一个链表，链表中的节点表示与该顶点相邻接的其他顶点，具有空间复杂度低、,空间复杂度,邻接表,58,0,CON,CON
邻接表是一种用于表示图的数据结构，它通过为图中的每个顶点建立一个链表，链表中的节点表示与该顶点相邻接的其他顶点，具有空间复杂度低、,链表,邻接表,35,0,CON,CON
栈具有后进先出的特点，其核心性质是元素按照后进先出的顺序进行入栈和出栈操作,栈,出栈,0,33,CON,CON
栈具有后进先出的特点，其核心性质是元素按照后进先出的顺序进行入栈和出栈操作,栈,入栈,0,30,CON,CON
栈具有后进先出的特点，其核心性质是元素按照后进先出的顺序进行入栈和出栈操作,出栈,入栈,33,30,CON,CON
深度优先搜索是一种在图或树等数据结构中，从起始节点开始，沿着一条路径尽可能深地探索直到无法继续或达到目标，然后回溯到前一步继续探索,深度优先搜索,路径,0,32,CON,CON
叶子节点是树结构中没有子节点的末端节点,叶子节点,子节点,0,11,CON,CON
二叉搜索树是一种二叉树，其每个节点的值大于其左子树所有节点的值且小于其右子树所有节点的值,二叉树,右子树,8,35,CON,CON
二叉搜索树是一种二叉树，其每个节点的值大于其左子树所有节点的值且小于其右子树所有节点的值,二叉树,左子树,8,22,CON,CON
二叉搜索树是一种二叉树，其每个节点的值大于其左子树所有节点的值且小于其右子树所有节点的值,二叉树,二叉搜索树,8,0,CON,CON
二叉搜索树是一种二叉树，其每个节点的值大于其左子树所有节点的值且小于其右子树所有节点的值,右子树,左子树,35,22,CON,CON
二叉搜索树是一种二叉树，其每个节点的值大于其左子树所有节点的值且小于其右子树所有节点的值,右子树,二叉搜索树,35,0,CON,CON
二叉搜索树是一种二叉树，其每个节点的值大于其左子树所有节点的值且小于其右子树所有节点的值,左子树,二叉搜索树,22,0,CON,CON
线性结构数据元素之间存在一对一的线性关系,数据元素,线性结构,4,0,CON,CON
穷举法的核心特征是对问题所有可能的解逐一进行尝试，通过检查每一个可能情况来找到符合条件的解，在面对问题时会遍历所有可能的取值,穷举法,遍历,0,53,CON,CON
树是一种非线性数据结构，它由n（n≥0）个有限节点组成，包含一个根节点，且每个节点有零个或多个子节点，除根节点外,子节点,根节点,47,52,CON,CON
树是一种非线性数据结构，它由n（n≥0）个有限节点组成，包含一个根节点，且每个节点有零个或多个子节点，除根节点外,子节点,根节点,47,32,CON,CON
树是一种非线性数据结构，它由n（n≥0）个有限节点组成，包含一个根节点，且每个节点有零个或多个子节点，除根节点外,根节点,根节点,52,32,CON,CON
递归基础的核心特征是存在一个或多个明确的终止条件，当满足这些条件时递归过程不再继续调用自身而是直接返回一个确定的结果,递归,递归基础,33,0,CON,CON
叶子节点是树结构中没有子节点的节点,叶子节点,子节点,0,11,CON,CON
指针是存储变量内存地址并可通过它间接访问变量的变量,指针,访问,0,18,CON,CON
线性表的核心特征是具有有限个数据元素，这些元素之间存在一对一的线性关系，即除第一个元素外每个元素有且仅有一个直接前驱，除最后一个元素外,数据元素,线性表,14,0,CON,CON
完全二叉树是除最后一层外每层节点数满且最后一层靠左对齐的二叉树,二叉树,完全二叉树,28,0,CON,CON
交换排序是一种通过比较和交换元素位置来将无序数组转变为有序数组的排序算法,排序,数组,32,22,CON,CON
交换排序是一种通过比较和交换元素位置来将无序数组转变为有序数组的排序算法,排序,数组,32,29,CON,CON
交换排序是一种通过比较和交换元素位置来将无序数组转变为有序数组的排序算法,排序,交换排序,32,0,CON,CON
交换排序是一种通过比较和交换元素位置来将无序数组转变为有序数组的排序算法,数组,数组,22,29,CON,CON
交换排序是一种通过比较和交换元素位置来将无序数组转变为有序数组的排序算法,数组,交换排序,22,0,CON,CON
交换排序是一种通过比较和交换元素位置来将无序数组转变为有序数组的排序算法,数组,交换排序,29,0,CON,CON
交换排序是一种通过不断比较和交换元素位置来将无序数组转变为有序数组的排序算法,数组,排序,31,34,CON,CON
交换排序是一种通过不断比较和交换元素位置来将无序数组转变为有序数组的排序算法,数组,交换排序,31,0,CON,CON
交换排序是一种通过不断比较和交换元素位置来将无序数组转变为有序数组的排序算法,数组,数组,31,24,CON,CON
交换排序是一种通过不断比较和交换元素位置来将无序数组转变为有序数组的排序算法,排序,交换排序,34,0,CON,CON
交换排序是一种通过不断比较和交换元素位置来将无序数组转变为有序数组的排序算法,排序,数组,34,24,CON,CON
交换排序是一种通过不断比较和交换元素位置来将无序数组转变为有序数组的排序算法,交换排序,数组,0,24,CON,CON
深度优先搜索是一种沿着一条路径尽可能深地探索直到无法继续或达到目标后回溯，再选择其他路径重复该过程以遍历或搜索图或树等数据结构的搜索,深度优先搜索,路径,0,42,CON,CON
深度优先搜索是一种沿着一条路径尽可能深地探索直到无法继续或达到目标后回溯，再选择其他路径重复该过程以遍历或搜索图或树等数据结构的搜索,深度优先搜索,路径,0,13,CON,CON
深度优先搜索是一种沿着一条路径尽可能深地探索直到无法继续或达到目标后回溯，再选择其他路径重复该过程以遍历或搜索图或树等数据结构的搜索,深度优先搜索,遍历,0,50,CON,CON
深度优先搜索是一种沿着一条路径尽可能深地探索直到无法继续或达到目标后回溯，再选择其他路径重复该过程以遍历或搜索图或树等数据结构的搜索,路径,路径,42,13,CON,CON
深度优先搜索是一种沿着一条路径尽可能深地探索直到无法继续或达到目标后回溯，再选择其他路径重复该过程以遍历或搜索图或树等数据结构的搜索,路径,遍历,42,50,CON,CON
深度优先搜索是一种沿着一条路径尽可能深地探索直到无法继续或达到目标后回溯，再选择其他路径重复该过程以遍历或搜索图或树等数据结构的搜索,路径,遍历,13,50,CON,CON
父节点具有在树形结构中处于上一层级且与子节点存在特定关联关系的特点，它是子节点的直接前驱，对其下一层级的子节点起到组织,子节点,子节点,36,52,CON,CON
父节点具有在树形结构中处于上一层级且与子节点存在特定关联关系的特点，它是子节点的直接前驱，对其下一层级的子节点起到组织,子节点,子节点,36,19,CON,CON
父节点具有在树形结构中处于上一层级且与子节点存在特定关联关系的特点，它是子节点的直接前驱，对其下一层级的子节点起到组织,子节点,父节点,36,0,CON,CON
父节点具有在树形结构中处于上一层级且与子节点存在特定关联关系的特点，它是子节点的直接前驱，对其下一层级的子节点起到组织,子节点,子节点,52,19,CON,CON
父节点具有在树形结构中处于上一层级且与子节点存在特定关联关系的特点，它是子节点的直接前驱，对其下一层级的子节点起到组织,子节点,父节点,52,0,CON,CON
父节点具有在树形结构中处于上一层级且与子节点存在特定关联关系的特点，它是子节点的直接前驱，对其下一层级的子节点起到组织,子节点,父节点,19,0,CON,CON
邻接表的核心性质是通过为图中每个顶点建立一个单链表，链表中每个节点包含与该顶点相邻的顶点信息，从而简洁高效地表示图的结构及,单链表,链表,22,26,CON,CON
邻接表的核心性质是通过为图中每个顶点建立一个单链表，链表中每个节点包含与该顶点相邻的顶点信息，从而简洁高效地表示图的结构及,单链表,邻接表,22,0,CON,CON
邻接表的核心性质是通过为图中每个顶点建立一个单链表，链表中每个节点包含与该顶点相邻的顶点信息，从而简洁高效地表示图的结构及,链表,邻接表,26,0,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,尾节点,头节点,14,23,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,尾节点,指针,14,18,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,尾节点,遍历,14,48,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,尾节点,链表,14,31,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,尾节点,链表,14,50,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,尾节点,链表,14,10,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,尾节点,访问,14,62,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,尾节点,循环链表,14,0,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,头节点,指针,23,18,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,头节点,遍历,23,48,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,头节点,链表,23,31,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,头节点,链表,23,50,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,头节点,链表,23,10,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,头节点,访问,23,62,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,头节点,循环链表,23,0,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,指针,遍历,18,48,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,指针,链表,18,31,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,指针,链表,18,50,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,指针,链表,18,10,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,指针,访问,18,62,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,指针,循环链表,18,0,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,遍历,链表,48,31,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,遍历,链表,48,50,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,遍历,链表,48,10,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,遍历,访问,48,62,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,遍历,循环链表,48,0,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,链表,链表,31,50,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,链表,链表,31,10,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,链表,访问,31,62,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,链表,循环链表,31,0,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,链表,链表,50,10,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,链表,访问,50,62,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,链表,循环链表,50,0,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,链表,访问,10,62,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,链表,循环链表,10,0,CON,CON
循环链表是一种特殊的链表，其尾节点的指针域指向头节点，使得整个链表形成一个环形结构，从而可以依次遍历链表中的所有节点且能循环访问,访问,循环链表,62,0,CON,CON
按顺序依次查找数据序列中目标元素的查找方法,查找,查找,5,17,CON,CON
线性结构的特点的核心性质是数据元素之间存在一对一的线性关系，有且仅有一个开始和一个终端元素，除开始和终端元素外，每个元素有且仅有一个,线性结构,数据元素,0,13,CON,CON
有向图是由顶点集和有向边集组成的一种图结构其中有向边是顶点的有序对表示从一个顶点指向另一个顶点的单向关系,图,有向图,18,0,CON,CON
平衡二叉树左右两个子树的高度差的绝对值不超过1并且左右两个子树都是一棵平衡二叉树,平衡二叉树,平衡二叉树,0,35,CON,CON
平衡二叉树左右两个子树的高度差的绝对值不超过1并且左右两个子树都是一棵平衡二叉树,平衡二叉树,子树,0,29,CON,CON
平衡二叉树左右两个子树的高度差的绝对值不超过1并且左右两个子树都是一棵平衡二叉树,平衡二叉树,树的高度,0,10,CON,CON
平衡二叉树左右两个子树的高度差的绝对值不超过1并且左右两个子树都是一棵平衡二叉树,平衡二叉树,子树,35,29,CON,CON
平衡二叉树左右两个子树的高度差的绝对值不超过1并且左右两个子树都是一棵平衡二叉树,平衡二叉树,树的高度,35,10,CON,CON
平衡二叉树左右两个子树的高度差的绝对值不超过1并且左右两个子树都是一棵平衡二叉树,子树,树的高度,29,10,CON,CON
归并排序是将数组分成两个子数组分别递归排序后再合并，其核心性质是通过分治策略将问题分解为较小子问题，利用合并操作将有序子数组,排序,数组,19,6,CON,CON
归并排序是将数组分成两个子数组分别递归排序后再合并，其核心性质是通过分治策略将问题分解为较小子问题，利用合并操作将有序子数组,排序,递归,19,17,CON,CON
归并排序是将数组分成两个子数组分别递归排序后再合并，其核心性质是通过分治策略将问题分解为较小子问题，利用合并操作将有序子数组,排序,数组,19,60,CON,CON
归并排序是将数组分成两个子数组分别递归排序后再合并，其核心性质是通过分治策略将问题分解为较小子问题，利用合并操作将有序子数组,排序,数组,19,13,CON,CON
归并排序是将数组分成两个子数组分别递归排序后再合并，其核心性质是通过分治策略将问题分解为较小子问题，利用合并操作将有序子数组,排序,归并排序,19,0,CON,CON
归并排序是将数组分成两个子数组分别递归排序后再合并，其核心性质是通过分治策略将问题分解为较小子问题，利用合并操作将有序子数组,数组,递归,6,17,CON,CON
归并排序是将数组分成两个子数组分别递归排序后再合并，其核心性质是通过分治策略将问题分解为较小子问题，利用合并操作将有序子数组,数组,数组,6,60,CON,CON
归并排序是将数组分成两个子数组分别递归排序后再合并，其核心性质是通过分治策略将问题分解为较小子问题，利用合并操作将有序子数组,数组,数组,6,13,CON,CON
归并排序是将数组分成两个子数组分别递归排序后再合并，其核心性质是通过分治策略将问题分解为较小子问题，利用合并操作将有序子数组,数组,归并排序,6,0,CON,CON
归并排序是将数组分成两个子数组分别递归排序后再合并，其核心性质是通过分治策略将问题分解为较小子问题，利用合并操作将有序子数组,递归,数组,17,60,CON,CON
归并排序是将数组分成两个子数组分别递归排序后再合并，其核心性质是通过分治策略将问题分解为较小子问题，利用合并操作将有序子数组,递归,数组,17,13,CON,CON
归并排序是将数组分成两个子数组分别递归排序后再合并，其核心性质是通过分治策略将问题分解为较小子问题，利用合并操作将有序子数组,递归,归并排序,17,0,CON,CON
归并排序是将数组分成两个子数组分别递归排序后再合并，其核心性质是通过分治策略将问题分解为较小子问题，利用合并操作将有序子数组,数组,数组,60,13,CON,CON
归并排序是将数组分成两个子数组分别递归排序后再合并，其核心性质是通过分治策略将问题分解为较小子问题，利用合并操作将有序子数组,数组,归并排序,60,0,CON,CON
归并排序是将数组分成两个子数组分别递归排序后再合并，其核心性质是通过分治策略将问题分解为较小子问题，利用合并操作将有序子数组,数组,归并排序,13,0,CON,CON
数据的物理结构的特点的核心特征是描述数据在计算机中的存储方式包括数据元素的存储及其关系的表示，它具体体现为顺序存储结构中数据元素按逻辑顺序,数据元素,物理结构,60,3,CON,CON
数据的物理结构的特点的核心特征是描述数据在计算机中的存储方式包括数据元素的存储及其关系的表示，它具体体现为顺序存储结构中数据元素按逻辑顺序,数据元素,数据元素,60,32,CON,CON
数据的物理结构的特点的核心特征是描述数据在计算机中的存储方式包括数据元素的存储及其关系的表示，它具体体现为顺序存储结构中数据元素按逻辑顺序,物理结构,数据元素,3,32,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,数组,堆排序,19,0,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,数组,堆,19,32,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,数组,时间复杂度,19,58,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,数组,排序,19,53,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,数组,堆,19,47,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,数组,选择排序,19,6,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,堆排序,堆,0,32,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,堆排序,时间复杂度,0,58,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,堆排序,排序,0,53,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,堆排序,堆,0,47,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,堆排序,选择排序,0,6,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,堆,时间复杂度,32,58,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,堆,排序,32,53,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,堆,堆,32,47,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,堆,选择排序,32,6,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,时间复杂度,排序,58,53,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,时间复杂度,堆,58,47,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,时间复杂度,选择排序,58,6,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,排序,堆,53,47,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,排序,选择排序,53,6,CON,CON
堆排序是一种选择排序，它的核心特征是将数组构建成一个最大堆或最小堆，通过不断取出堆顶元素并调整堆结构来实现排序，具有时间复杂度,堆,选择排序,47,6,CON,CON
数据的物理结构的特点的核心性质是描述数据在计算机存储器中的存储方式包括顺序存储链式存储索引存储散列存储等以及数据元素之间的逻辑关系如何在物理存储,数据元素,物理结构,54,3,CON,CON
比较排序的核心性质是其排序过程仅通过元素间的比较来确定元素间的相对次序,比较排序,排序,0,11,CON,CON
二叉搜索树的核心特征是对于树中的每个节点，其左子树中的所有节点的值都小于该节点的值，其右子树中的所有节点的值都大于该节点的值,右子树,左子树,43,22,CON,CON
二叉搜索树的核心特征是对于树中的每个节点，其左子树中的所有节点的值都小于该节点的值，其右子树中的所有节点的值都大于该节点的值,右子树,二叉搜索树,43,0,CON,CON
二叉搜索树的核心特征是对于树中的每个节点，其左子树中的所有节点的值都小于该节点的值，其右子树中的所有节点的值都大于该节点的值,左子树,二叉搜索树,22,0,CON,CON
深度优先搜索的核心特征是从起始节点开始，沿着一条路径尽可能深地探索，直到无法继续或达到目标节点，然后回溯到前一步，继续探索其他未访问的,深度优先搜索,路径,0,24,CON,CON
深度优先搜索的核心特征是从起始节点开始，沿着一条路径尽可能深地探索，直到无法继续或达到目标节点，然后回溯到前一步，继续探索其他未访问的,深度优先搜索,访问,0,64,CON,CON
深度优先搜索的核心特征是从起始节点开始，沿着一条路径尽可能深地探索，直到无法继续或达到目标节点，然后回溯到前一步，继续探索其他未访问的,路径,访问,24,64,CON,CON
连通图是指图中任意两个顶点之间都存在路径相连的图,连通图,路径,0,18,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,访问,时间复杂度,40,56,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,访问,插入,40,63,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,访问,哈希表,40,0,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,访问,删除,40,66,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,访问,映射,40,26,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,访问,哈希函数,40,20,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,时间复杂度,插入,56,63,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,时间复杂度,哈希表,56,0,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,时间复杂度,删除,56,66,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,时间复杂度,映射,56,26,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,时间复杂度,哈希函数,56,20,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,插入,哈希表,63,0,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,插入,删除,63,66,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,插入,映射,63,26,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,插入,哈希函数,63,20,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,哈希表,删除,0,66,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,哈希表,映射,0,26,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,哈希表,哈希函数,0,20,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,删除,映射,66,26,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,删除,哈希函数,66,20,CON,CON
哈希表是一种数据结构，其核心特征包括通过哈希函数将键映射到特定位置以实现快速数据访问，能在平均情况下以接近常数的时间复杂度进行插入、删除,映射,哈希函数,26,20,CON,CON
