sentence,relation,head,tail,head_offset,tail_offset
树的高度是从根节点开始，到最远叶子节点所经过的最长路径上的边数或节点数（不同定义方式下），其核心特征为体现树中从,rely,树的高度,根节点,0,6
递归基础具有明确的终止条件，是递归算法中最简单的情况，在此情况下递归函数直接返回一个确定的结果而不再进行递归调用,belg,递归基础,递归,0,15
循环链表是一种链表，其尾节点的指针指向头节点，从而形成一个环形结构，使得从链表中的任意节点出发都可以遍历整个链表,b-belg,循环链表,链表,0,7
完全二叉树是一种特殊的二叉树，其特点是除了最后一层外，每一层上的节点数都是满的，并且最后一层上的节点都集中在该层,b-belg,完全二叉树,二叉树,0,11
堆是一种优先队列数据结构，其特点是每个节点的值大于或等于其子节点的值（最大堆）或小于或等于其子节点的值（最小堆）,b-belg,队列,堆,6,37
递归基础是递归算法中满足特定条件的初始情况，通常是问题规模最小或最简单时可直接得出结果而无需进一步递归调用的情况,belg,递归基础,递归,0,5
树的深度是从根节点开始自顶向下逐层累加至最深叶节点所经过的层数，且从根节点到该叶节点的路径上的节点数即为树的深度,rely,树的深度,根节点,0,6
数组的核心特征是具有相同数据类型的一组数据元素，这些元素在内存中按顺序存储，并且可以通过下标来唯一地访问每个元素,b-attr,数组,数据类型,0,12
递归基础的核心特征是存在一个或多个明确的终止条件，在这些条件下递归过程不再继续调用自身而是直接返回一个确定的结果,rely,递归基础,递归,0,31
堆排序的核心性质是利用堆这种数据结构，堆分为大顶堆和小顶堆，大顶堆中每个节点的值都大于或等于其子节点的值，小顶堆,rely,堆排序,堆,0,11
循环链表的核心性质是其尾节点的指针指向头节点从而形成一个环形结构使得链表中节点可以依次遍历且无明显终点可循环访问,rely,循环链表,尾节点,0,11
比较排序是一种排序算法，其核心特征是通过比较元素之间的大小关系来确定元素的相对顺序，从而将输入序列转换为有序序列,b-belg,比较排序,排序,0,7
循环链表是一种链表，其尾节点的指针指向头节点，从而形成一个环形结构，使得从链表中的任意节点出发都可以遍历整个链表,b-belg,循环链表,链表,0,7
有向图是由顶点集合及顶点间的有向边构成的一种图，其中每条边都有明确的方向，从一个顶点指向另一个顶点，其核心性质是,belg,有向图,集合,0,7
抽象数据类型是指一个数学模型以及定义在该模型上的一组操作，它强调数据的逻辑结构和相关操作的定义而不考虑其具体实现,none,抽象数据类型,逻辑结构,0,35
链表是一种线性数据结构，其核心性质为每个节点包含数据和指向下一个节点的指针，通过指针依次连接各个节点形成链式结构,rely,链表,指针,0,35
二叉搜索树是一棵空树或者具有如下性质的二叉树：若任意节点的左子树不空，则左子树上所有节点的值均小于它的根节点的值,b-belg,二叉搜索树,二叉树,0,19
树是一种非线性的数据结构，有且仅有一个根节点，每个节点有零个或多个子节点，并且任意两个节点间有且仅有一条路径相连,none,根节点,子节点,19,33
树的查找的核心特征是从根节点开始，按照特定规则（如二叉排序树的左子树节点值小于根节点值、右子树节点值大于根节点值,rely,查找,根节点,2,11
循环链表是一种链表，其尾节点的指针指向头节点，从而形成一个环形结构，使得从链表中的任意节点出发都可以遍历整个链表,b-belg,循环链表,链表,0,7
二叉树遍历分为前序遍历（根左右）、中序遍历（左根右）、后序遍历（左右根），每种遍历按照特定顺序访问二叉树节点，前,rely,二叉树,遍历,0,3
树的节点是树结构中的基本元素包含数据以及指向其子节点的引用且除根节点外每个节点有且仅有一个父节点根节点没有父节点,belg,树的节点,根节点,0,31
栈是一种后进先出的数据结构，其操作主要包括入栈将元素添加到栈顶、出栈从栈顶移除元素以及获取栈顶元素等，且栈在内存,anto,入栈,出栈,21,32
数组的核心特征是具有相同数据类型的一组数据元素，这些元素在内存中按顺序存储，并且可以通过下标来唯一地访问每个元素,b-attr,数组,数据类型,0,12
循环链表是一种链表，其尾节点的指针指向头节点，从而形成一个环形结构，使得从链表中的任意节点出发都可以遍历整个链表,b-belg,循环链表,链表,0,7
路径是图中从一个顶点到另一个顶点的顶点序列（对于有向图是有向顶点序列），该序列中相邻顶点之间存在边（对于有向图是,none,路径,有向图,0,24
数据类型具有特定的取值范围、存储方式以及一组与之相关的操作，不同数据类型的这些特点相互区别，共同构成了其核心性质,none,数据类型,数据类型,0,32
邻接表是一种用于表示图的数据结构，它通过为图中的每个顶点建立一个单链表，链表中的节点表示与该顶点相邻接的其他顶点,belg,邻接表,单链表,0,32
集合的核心特征包括确定性、互异性和无序性，其中确定性是指对于一个给定的集合，任何一个元素是否属于这个集合是明确的,none,集合,集合,0,35
树的节点的核心性质包括每个节点有零个或多个子节点，有且仅有一个称为根的节点，除根节点外每个节点有且仅有一个父节点,belg,树的节点,子节点,0,21
递归基础的特点的核心特征是存在一个或多个明确的终止条件，当满足这些条件时递归不再继续，直接返回一个已知的简单结果,rely,递归基础,递归,0,36
双向链表是一种数据结构，其每个节点包含数据元素以及指向其前一个节点和后一个节点的指针，通过这些指针可实现双向遍历,belg,双向链表,数据元素,0,19
二叉搜索树是一棵空树或者具有下列性质的二叉树：若任意节点的左子树不空，则左子树上所有节点的值均小于它的根节点的值,b-belg,二叉搜索树,二叉树,0,19
非线性结构中至少存在一个数据元素有两个或两个以上的直接前驱或直接后继，其数据元素之间的关系不再是一对一的线性关系,belg,非线性结构,数据元素,0,12
完全二叉树是深度为k的有n个结点的二叉树，对于树中的每个结点，如果其编号i满足1≤i≤n，则其左子结点编号为2i,b-belg,完全二叉树,二叉树,0,17
二叉树的核心性质是一棵非空二叉树的第 i 层上最多有 2 的 i-1 次方个结点，深度为 k 的二叉树最多有 2,none,二叉树,二叉树,0,13
线性查找是从数据序列的起始位置开始，依次将每个元素与目标值进行比较，直到找到目标值或遍历完整个序列为止的查找方法,rely,查找,遍历,2,42
双向链表是一种链表数据结构，其每个节点除了包含指向下一个节点的指针外还包含指向前一个节点的指针，从而支持双向遍历,b-belg,双向链表,链表,0,7
有向图是由顶点集和有向边集组成的一种图结构，其中有向边是从一个顶点指向另一个顶点的有序对，顶点之间的边具有方向性,b-belg,有向图,图,0,18
线性表是具有相同数据类型的n个数据元素的有限序列，其中n≥0，当n=0时为空表，相邻元素之间存在一对一的线性关系,b-belg,线性表,数据类型,0,8
有向图是一种由顶点集合以及顶点之间的有向边构成的数据结构，其中每条有向边都具有明确的方向，从一个顶点指向另一个顶点,belg,有向图,集合,0,9
满二叉树是一种二叉树，其每一层上的节点数都达到最大值，即除最后一层无任何子节点外，每一层上的所有节点都有两个子节点,b-belg,满二叉树,二叉树,0,7
加权图是一种图结构，其中图的每条边都被赋予一个数值作为权值，这些权值可表示诸如距离、成本、容量等与边相关的某种度量,b-belg,加权图,图,0,6
树中一个节点的子树数目称为该节点的度，树中所有节点度的最大值就是树的度，其核心特征是反映树中节点分支情况以及整棵树,none,子树,树的度,7,32
图是由顶点集合及顶点间的关系集合组成的数据结构，顶点集合中的元素称为顶点，顶点间的关系集合描述了顶点之间的连接方式,none,集合,集合,5,14
归并排序的核心特征是将一个数组分成两个子数组，分别对这两个子数组进行排序，然后将排序好的子数组合并成一个有序的数组,rely,归并排序,数组,0,13
邻接表是一种用于表示图的数据结构，它由顶点表和边表组成，顶点表中存储图的顶点信息，边表中存储与每个顶点相邻接的顶点,rely,邻接表,图的顶点,0,34
树的高度是从根节点到最远叶子节点的最长简单路径上的边数或节点数，它反映了树的层次结构深度，不同类型的树其高度因节点,rely,树的高度,根节点,0,6
二叉搜索树是一棵空树或者满足若其左子树不空，则左子树上所有结点的值均小于它的根结点的值、若其右子树不空，则右子树上,belg,二叉搜索树,左子树,0,16
树的高度的核心特征是从树的根节点到最远叶子节点之间最长简单路径上的边数或节点数所代表的数值，它反映了树在垂直方向上,rely,树的高度,根节点,0,13
路径是图中从一个顶点到另一个顶点的顶点序列（对于有向图是有向顶点序列，对于无向图是无向顶点序列）且相邻顶点之间存在,belg,路径,有向图,0,24
路径是图中两个顶点之间的顶点序列（若为有向图则是有向边序列），包含起点终点且满足从起点按顺序经中间顶点可到达终点，,none,路径,有向图,0,19
路径是由顶点和相邻顶点序偶构成的边所形成的序列，具有连通性、有序性、唯一性（若图中存在从顶点A到顶点B的路径，则该,syno,路径,路径,0,52
邻接矩阵是表示图中顶点间相邻关系的矩阵，其元素值反映顶点间是否有边相连及边的相关信息，方阵行数与列数等于图的顶点数,rely,邻接矩阵,图的顶点,0,52
树的高度是从根节点到最远叶子节点路径上的边数或节点数所表示的垂直距离，它体现了树的纵向层次深度，反映了树结构在垂直,rely,树的高度,根节点,0,6
子节点是树结构中直接连接在父节点之下的节点，具有与父节点通过特定关系相连且在树的层级结构中有其特定位置和作用等特点,belg,子节点,父节点,0,13
树的深度是从根节点到最远叶子节点的最长简单路径上的节点数体现的，根节点深度为0，每向下一层深度加1，且不同节点到根,rely,树的深度,根节点,0,6
线性结构是一种数据结构，其核心特征为数据元素之间存在一对一的线性关系，即除了第一个元素外，每个元素有且仅有一个前驱,belg,线性结构,数据元素,0,18
栈是一种后进先出的数据结构，其核心特征是元素的插入和删除操作都在同一端进行，即栈顶，新元素总是被添加到栈顶，而删除,anto,插入,删除,23,26
二叉树遍历的核心性质包括前序遍历先访问根节点再递归访问左子树和右子树，中序遍历先递归访问左子树再访问根节点最后递归,rely,二叉树,遍历,0,3
二叉树遍历是按照某种特定顺序访问二叉树中每个节点一次且仅一次的操作，包括前序遍历（根左右）、中序遍历（左根右）、后,rely,二叉树,遍历,0,3
算法效率是指算法执行所需要的计算机资源量，包括时间资源和空间资源，衡量算法效率主要通过时间复杂度和空间复杂度来体现,none,时间复杂度,空间复杂度,43,49
树的节点的核心性质是每个节点有零个或多个子节点，且有一个被称为根的特殊节点，除根节点外每个节点有且仅有一个父节点，,belg,树的节点,子节点,0,20
子节点是树结构或图结构中与父节点相对应的节点，其特点的核心特征包括：子节点是父节点的直接后继节点，在树结构中处于比,belg,子节点,父节点,0,13
二叉树的遍历是指按照某种特定顺序访问二叉树中的每个节点一次且仅一次的操作，包括前序遍历（根节点、左子树、右子树）、,rely,二叉树,遍历,0,4
完全二叉树是一种特殊的二叉树，其除了最后一层外，每一层上的节点数都是满的，并且最后一层上的节点都集中在最左边的若干,b-belg,完全二叉树,二叉树,0,11
二叉树遍历是按照特定规则对二叉树中节点进行访问，先序遍历先访问根节点再递归访问左子树和右子树，中序遍历先递归访问左,rely,二叉树,遍历,0,3
树的节点是树结构中的基本组成单元包含数据以及指向子节点的指针且除根节点外每个节点有且仅有一个父节点根节点没有父节点,belg,树的节点,子节点,0,24
二叉树遍历是按照特定规则对二叉树中节点进行访问，先序遍历是根节点优先访问，中序遍历是根节点在左子树和右子树之间访问,rely,二叉树,遍历,0,3
根节点是树结构中的起始节点，没有父节点，是整个树的入口点，它与其他节点通过边相连并处于树的最顶层位置，是树状结构中,none,根节点,父节点,0,16
指针是一种变量，其值为内存中另一个变量的地址，通过它可以间接访问所指向的变量，从而实现对内存中数据的灵活操作和管理,rely,指针,访问,0,30
完全二叉树的核心特征是其叶子节点只能出现在最下层和次下层，并且最下层的叶子节点集中在树的左部，若设二叉树的深度为h,rely,完全二叉树,叶子节点,0,12
无向图是一种由顶点集合以及顶点之间的边集合组成的图结构，其中边是没有方向的，即若顶点v和顶点w之间存在边，则从v到,belg,无向图,集合,0,9
顺序查找的核心性质是从数据序列的第一个元素开始，依次将每个元素与目标元素进行比较，直到找到目标元素或遍历完整个序列,rely,顺序查找,遍历,0,50
图由顶点集合及顶点间的关系集合组成，顶点间的关系通过边来表示，图中顶点的位置和边的形状不影响图的逻辑结构，图可分为,none,集合,集合,4,13
双向链表是一种链表结构，其每个节点除了包含数据域外，还包含两个指针分别指向前一个节点和后一个节点，从而支持双向遍历,b-belg,双向链表,链表,0,7
图的顶点是图这种数据结构中组成图的基本元素之一，是图中用于表示某个对象或实体的节点，在有向图或无向图中具有标识作用,none,图的顶点,有向图,0,43
加权图是一种图结构，其中图的每条边都被赋予一个数值作为权值，这些权值可表示诸如距离、成本、容量等与边相关的某种度量,b-belg,加权图,图,0,6
路径是图中从一个顶点到另一个顶点的顶点序列，若存在从顶点v到顶点w的一条路径，则称v和w是连通的，且路径长度是路径,none,路径,路径,0,36
加权图是一种图结构，其中图的每条边都被赋予一个数值作为权重，这些权重可以表示诸如距离、成本、容量等具有实际意义的量,b-belg,加权图,图,0,6
树的节点具有一个数据元素，有零个或多个子节点，且有且仅有一个被称为根的节点，除根节点外的每个节点有且仅有一个父节点,none,树的节点,数据元素,0,8
父节点是树状结构中位于上一层级的节点，其特点的核心特征包括拥有子节点且处于比子节点更高的层级位置，对其下一层级的子,belg,父节点,子节点,0,31
非线性结构的核心特征是其各数据元素之间的逻辑关系不是一对一的线性关系，存在一对多、多对一或多对多等非简单线性的关系,belg,非线性结构,数据元素,0,13
在树形结构中一个节点存在其他节点以其为直接前驱那么该节点就是这些节点的父节点即父节点有子节点且子节点以其为直接前驱,none,父节点,父节点,35,39
路径是图中从一个顶点到另一个顶点的顶点序列（对于有向图是有向顶点序列，对于无向图是无向顶点序列）且相邻顶点之间存在,none,路径,有向图,0,24
链表是一种通过指针将一组节点连接起来的数据结构，每个节点包含数据和指向下一个节点的指针，最后一个节点的指针指向空值,rely,链表,指针,0,7
顺序查找是从数据序列的一端开始，依次将每个数据元素与要查找的值进行比较，直到找到该值或遍历完整个序列为止的查找方法,rely,顺序查找,数据元素,0,21
堆是一种特殊的数据结构，它是一个近似完全二叉树的结构且满足堆序性，即对于每个非叶子节点，其值大于或等于（大顶堆）或,none,完全二叉树,叶子节点,18,39
树的度的核心特征是树中所有结点的度的最大值，它决定了树的分支情况以及结构复杂程度，反映了树中各结点所拥有子树数量的,rely,树的度,子树,0,52
循环链表的核心性质是最后一个节点的指针域指向头节点从而形成一个环形结构使得链表中的节点可以依次遍历且没有明确的终点,attr,循环链表,指针,0,17
线性表是具有相同数据类型的n个数据元素的有限序列，其中n≥0，当n=0时为空表，且线性表中相邻数据元素之间存在着序,b-belg,线性表,数据类型,0,8
归并排序的核心特征是采用分治策略，将待排序数组不断分成两个子数组分别递归排序，最后把有序子数组合并成一个有序的数组,belg,归并排序,排序,0,19
树是一种非线性数据结构，它有一个根节点，且根节点有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,none,根节点,根节点,16,21
树中各节点度的最大值即为树的度，它反映了树中节点分支情况的最大程度，体现了树结构的复杂程度，不同树的度各不相同，且,syno,树的度,树的度,12,48
邻接矩阵是表示图的一种方式，其特点的核心性质为：若图中有n个顶点，则邻接矩阵是一个n×n的矩阵，矩阵中元素的值表示,syno,邻接矩阵,邻接矩阵,0,34
在树形结构中，一个节点若存在直接后继节点且这些后继节点通过某种特定关系与之相连，那么该节点就是这些后继节点的父节点,none,后继节点,后继节点,16,23
父节点是树状结构中其下存在子节点的节点，具有比子节点更高的层级关系，在数据结构中起着承上启下连接子节点集合的作用且,rely,父节点,子节点,0,13
循环链表是一种链表，其尾节点的指针域指向头节点，从而形成一个环形结构，使得从链表中的任意节点出发都可以遍历整个链表,b-belg,循环链表,链表,0,7
加权图是一种图结构，其中每条边都被赋予一个数值作为权重，这些权重可用于表示诸如距离、成本、容量等各种与边相关的度量,b-belg,加权图,图,0,6
存储结构的核心性质是数据元素及其关系在计算机存储器中的表示方式以及如何通过这种表示实现对数据的高效存储、访问和操作,belg,存储结构,数据元素,0,10
数组是由相同类型的数据元素组成的有限序列，具有顺序存储、元素类型一致、有固定大小以及通过下标唯一标识元素等核心性质,belg,数组,数据元素,0,9
树的高度是从根节点到最远叶节点的最长简单路径上的边数，其核心性质包括非空树的高度大于等于0，并且对于任意一棵非空树,none,树的高度,根节点,0,6
邻接矩阵是表示图的一种矩阵，其中矩阵元素的值表示图中顶点之间是否存在边以及边的相关信息（如权值等），对于无向图其邻,none,邻接矩阵,无向图,0,52
线性表的核心性质是具有唯一的表头元素、唯一的表尾元素且除表头和表尾元素外每个元素有且仅有一个直接前驱和一个直接后继,belg,线性表,表头,0,14
图是由顶点集合及顶点间的关系集合组成的数据结构，顶点集合中的元素称为顶点，顶点间的关系集合描述了顶点之间的连接方式,none,集合,集合,5,14
树的高度是从根节点到最远叶子节点的最长简单路径上的边数，它反映了树的层次结构和深度，决定了树中节点之间的最长距离，,rely,树的高度,根节点,0,6
邻接表是一种用于表示图的数据结构，它由顶点表和边表组成，顶点表中存储图的顶点信息，边表中存储与每个顶点相邻接的顶点,rely,邻接表,图的顶点,0,34
二叉树遍历是按照特定规则访问二叉树中所有节点，前序遍历先访问根节点再递归访问左子树和右子树，中序遍历先递归访问左子,rely,二叉树,遍历,0,3
有向图是由顶点集和有向边集组成的一种图结构，其中每条有向边是一个有序对，由两个顶点构成，表示从一个顶点到另一个顶点,b-belg,有向图,图,0,18
线性表是具有相同数据类型的n个数据元素的有限序列，其中n≥0，当n = 0时为空表，每个元素在序列中都有唯一的前驱,b-belg,线性表,数据类型,0,8
树的高度是从根节点到最远叶子节点的最长简单路径上的边数，且树中所有节点的高度是其后代节点的最大高度加1，根节点高度,none,树的高度,根节点,0,6
树的高度是从根节点到最远叶子节点的最长简单路径上的边数或节点数，它反映了树的层次结构和深度，不同类型的树其高度特点,rely,树的高度,根节点,0,6
栈是一种后进先出的数据结构，其操作主要包括入栈将元素添加到栈顶、出栈从栈顶移除元素以及获取栈顶元素等，并且栈在内存,anto,入栈,出栈,21,32
完全二叉树是一种特殊的二叉树，其特点包括：叶子节点只能出现在最下层和次下层，且最下层的叶子节点集中在树的左部，若设,b-belg,完全二叉树,二叉树,0,11
完全二叉树是一种特殊的二叉树，其特点是除最后一层外，每一层上的节点数均达到最大值，且最后一层上的节点都集中在该层最,b-belg,完全二叉树,二叉树,0,11
顺序查找是从数据序列的一端开始，依次将每个数据元素与要查找的关键字进行比较，直到找到匹配的元素或遍历完整个序列为止,rely,顺序查找,数据元素,0,21
选择排序每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,belg,选择排序,排序,0,9
路径是图中从一个顶点到另一个顶点的顶点序列，若存在从顶点vi到顶点vj的一条路径，则称vi是vj的前驱，vj是vi,none,路径,路径,0,38
存储结构的核心性质是数据元素及其关系在计算机内存中的表示方式以及如何通过这种表示来高效地进行数据的存储、访问和修改,belg,存储结构,数据元素,0,10
二叉搜索树的特点是对于树中的每个节点，其左子树中的所有节点值均小于该节点值，右子树中的所有节点值均大于该节点值，且,belg,二叉搜索树,左子树,0,20
线性查找是从线性表的一端开始，依次将每个元素与要查找的关键字进行比较，直到找到该关键字或遍历完整个线性表的查找方法,rely,查找,线性表,2,6
树中从根节点到最远叶子节点的最长简单路径上的边数就是树的高度树中不同节点到根节点的距离可能不同但树的高度是固定值且,none,根节点,叶子节点,3,9
树的高度是从根节点到最远叶节点的最长简单路径上的边数或节点数所表示的数值，体现了树在垂直方向上的深度和层次结构特征,rely,树的高度,根节点,0,6
队列是一种特殊的线性表，其特点是只允许在表的一端进行插入操作（队尾），而在另一端进行删除操作（队头），遵循先进先出,b-belg,队列,线性表,0,8
子节点是树结构中直接连接在父节点下方的节点，具有相对于父节点的特定位置关系且可能存在多个子节点共同构成树的分支结构,belg,子节点,父节点,0,13
树中所有结点的度的最大值就是树的度，其核心特征在于它反映了树中各结点所拥有子树数目的最大情况决定着树的复杂程度且与,rely,树的度,子树,14,37
树是一种非线性的数据结构，它有一个根节点，根节点有零个或多个子节点，每个子节点又可以有零个或多个子节点，且除根节点,none,根节点,根节点,17,21
图的核心性质是由顶点集合及顶点间的边的集合所构成，顶点之间通过边相连，能直观地表示事物之间的关系，包括有向图和无向,none,集合,集合,10,19
选择排序每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,belg,选择排序,排序,0,9
顺序查找是从线性表的一端开始，依次将每个元素与要查找的关键字进行比较，直到找到该关键字或遍历完整个线性表的查找方法,rely,顺序查找,线性表,0,6
有向图是由顶点集合及顶点间的有向边构成的一种图，其边是有方向的，从一个顶点指向另一个顶点，顶点之间的关系具有方向性,belg,有向图,集合,0,7
选择排序每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,belg,选择排序,排序,0,9
子节点的核心性质是其在树形结构中直接隶属于某个父节点且具有与父节点及其他兄弟节点特定的关联关系从而构成树形层次结构,belg,子节点,父节点,0,23
树的节点的核心性质是每个节点有零个或多个子节点，且有一个被称为根的特殊节点，除根节点外的每个节点有且仅有一个父节点,belg,树的节点,子节点,0,20
比较排序是基于元素间比较操作来确定元素间相对次序从而实现排序的排序方法其核心性质是排序结果仅依赖于元素间的比较关系,belg,比较排序,排序,0,28
树的深度是从根节点开始，沿最长路径到最远叶节点所经过的节点数，其核心特征为反映了树中节点层次的最大数量以及从根到叶,rely,树的深度,根节点,0,6
有向图是由顶点集和有向边集组成的一种图结构，其中有向边是从一个顶点指向另一个顶点的有序对，顶点之间的连接具有方向性,b-belg,有向图,图,0,18
冒泡排序是一种比较相邻元素大小，将较大（或较小）元素逐步交换到右侧（或左侧），重复此过程直至整个数组有序的排序算法,rely,冒泡排序,数组,0,48
邻接表是一种用于表示图的数据结构，其核心特征包括以链表形式存储图中每个顶点的邻接顶点，对于有n个顶点和e条边的图，,belg,邻接表,链表,0,25
树的节点有一个根节点，根节点没有前驱节点，除根节点外每个节点有且仅有一个前驱节点，每个节点可以有零个或多个后继节点,belg,树的节点,根节点,0,7
在图论中回路是指在一个图中从某一顶点出发，沿着边连续移动，最终回到该顶点且路径中除起点和终点外其他顶点不重复经过的,belg,回路,路径,4,37
堆排序是一种基于堆这种数据结构，通过构建初始堆、不断将堆顶元素与末尾元素交换并调整堆来实现对一组数据进行排序的算法,rely,堆排序,堆,0,8
二叉树遍历是按照某种特定顺序访问二叉树中每个节点一次且仅一次，先序遍历是先访问根节点再递归访问左子树和右子树，中序,rely,二叉树,遍历,0,3
树的节点具有唯一的根节点，每个非根节点有且仅有一个父节点，除根节点外的其他节点可以有零个或多个子节点，并且从根节点,belg,树的节点,根节点,0,9
数组是一种有序数据集合，其中每个元素具有相同的数据类型，通过下标可对元素进行唯一标识和访问，且在内存中存储位置连续,b-belg,数组,集合,0,9
比较排序是基于元素之间的比较来确定元素的相对顺序从而进行排序的算法，其核心特征是通过比较元素大小来逐步构建有序序列,belg,比较排序,排序,0,28
根节点是树结构中没有父节点的唯一节点，它处于树的最顶端，是树整体结构的起始点，所有其他节点都直接或间接连接于根节点,none,根节点,父节点,0,10
顺序查找是从线性表的一端开始，依次将每个元素与要查找的关键字进行比较，直到找到匹配元素或遍历完整个线性表的查找方法,rely,顺序查找,线性表,0,6
线性查找是从线性表的一端开始，依次将每个元素与要查找的关键字进行比较，直到找到匹配的元素或到达线性表末尾的查找方法,rely,查找,线性表,2,6
堆排序是利用堆这种数据结构所具有的父节点大于或等于子节点（大顶堆）或父节点小于或等于子节点（小顶堆）的性质进行排序,rely,堆排序,堆,0,6
数组是一种有序数据集合，其中所有元素具有相同的数据类型，并且可以通过一个统一的数组名和下标来唯一标识和访问每个元素,b-belg,数组,集合,0,9
在树形结构中，若存在一个节点A，有另一个节点B直接连接到A且B到根节点的路径长度比A到根节点的路径长度多1，则节点,rely,根节点,路径,32,36
选择排序每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,belg,选择排序,排序,0,9
栈是一种后进先出的数据结构，其操作主要包括入栈将元素放入栈顶、出栈从栈顶取出元素、查看栈顶元素且栈顶指针随元素进出,syno,入栈,入栈,21,27
顺序查找是从线性表的一端开始，依次将每个元素与要查找的关键字进行比较，直到找到该关键字或遍历完整个线性表的查找方法,rely,顺序查找,线性表,0,6
子节点是树结构中直接被某一节点所连接的下一层节点，它与父节点存在明确的连接关系，一个父节点可以有零个或多个子节点，,belg,子节点,父节点,0,27
图的顶点是图结构中的基本数据元素，通常用来表示某个具体的实体或对象，在图中通过边与其他顶点相连接以构成图的结构关系,b-belg,图的顶点,数据元素,0,12
路径是图中从一个顶点到另一个顶点的顶点序列（对于有向图是有向顶点序列），其边或弧的序列依次连接这些顶点且满足一定的,none,路径,有向图,0,24
树中各节点度的最大值就是树的度树的度反映了树中节点分支情况的最大程度不同类型的树其度具有不同特点且度的大小影响树的,syno,树的度,树的度,12,15
子节点是树结构或图结构中直接与某一节点相连且处于该节点下方层次的节点，具有与父节点特定的关联关系并处于特定层级位置,rely,子节点,父节点,0,38
栈是一种只能在一端进行插入和删除操作的特殊线性表，其插入操作称为进栈或入栈，删除操作称为出栈或退栈，遵循后进先出的,anto,插入,删除,11,14
图的边是连接图中两个顶点的线段或弧，具有方向性或无方向性，且边的集合定义了图的结构，其数量和连接关系决定了图的连通,b-rely,图的边,集合,0,32
图的顶点是图结构中的基本数据元素，用于表示图中的节点，具有标识图中各个对象的作用且可以与其他顶点通过边建立关联关系,b-belg,图的顶点,数据元素,0,12
栈是一种后进先出的数据结构，其操作主要包括入栈将元素添加到栈顶、出栈从栈顶移除元素以及获取栈顶元素等，并且栈在内存,anto,入栈,出栈,21,32
邻接表中顶点表的每个节点包含顶点信息和指向边表的头指针，边表的每个节点包含邻接顶点信息和指向下一条边的指针，它可以,rely,邻接表,指针,0,25
二叉树遍历是按照一定规则对二叉树的节点进行访问，前序遍历先访问根节点再递归访问左子树和右子树，中序遍历先递归访问左,rely,二叉树,遍历,0,3
栈是一种后进先出的数据结构，其核心性质为元素的插入和删除操作都在栈顶进行，新元素入栈后成为栈顶元素，栈顶元素始终是,none,插入,删除,23,26
树的高度是从根节点到最远叶子节点的最长路径上的边数或节点数所决定的数值，它反映了树的层次结构深度，不同类型的树高度,rely,树的高度,根节点,0,6
栈是一种后进先出的数据结构，其操作主要包括入栈将元素添加到栈顶、出栈从栈顶移除元素以及获取栈顶元素，且栈具有特定的,anto,入栈,出栈,21,32
二叉搜索树的核心特征是对于树中的每个节点，其左子树中的所有节点值均小于该节点值，右子树中的所有节点值均大于该节点值,belg,二叉搜索树,左子树,0,22
线性查找是从数据序列的起始位置开始，依次逐个将数据元素与给定值进行比较，直到找到匹配元素或遍历完整个序列的查找方法,rely,查找,数据元素,2,23
双向链表每个节点包含两个指针分别指向前一个节点和后一个节点从而实现双向遍历并且可以方便地在链表中进行插入删除等操作,belg,双向链表,指针,0,12
算法效率是指算法执行所需要的时间和空间资源的多少，包括时间复杂度和空间复杂度来衡量算法在时间和空间上的运行效率情况,none,时间复杂度,空间复杂度,27,33
循环链表的核心特征是其尾节点的指针域指向头节点，使得链表形成一个环形结构，从链表中的任意节点出发都可以遍历整个链表,rely,循环链表,尾节点,0,11
穷举法是对问题所有可能的情况进行逐一列举和检验，以找出符合条件的解，其核心性质是通过全面遍历所有可能情况来求解问题,rely,穷举法,遍历,0,44
操作效率是指在数据结构中进行特定操作（如插入、删除、查找等）时所花费的时间或资源的多少来衡量的该操作执行的快慢程度,rely,操作效率,插入,0,20
图的核心性质包括顶点集合和边集合的定义，顶点之间通过边相连，边可以有方向或无方向，图可以分为有向图和无向图，并且图,none,集合,集合,10,14
数组是由相同类型的数据元素组成的有限序列，具有顺序存储、元素类型一致、有固定长度以及通过下标唯一标识元素等核心性质,belg,数组,数据元素,0,9
树的节点具有这样的核心性质：每个节点有零个或多个子节点，且有且仅有一个根节点，除根节点外每个节点有且仅有一个父节点,belg,树的节点,子节点,0,24
路径是图中从一个顶点到另一个顶点的顶点序列，若图为有向图路径具有方向性，若为无向图路径无方向性且路径上顶点不重复，,rely,路径,有向图,0,25
树的节点具有这样的核心性质：每个节点有零个或多个子节点，有且仅有一个根节点，除根节点外的每个节点有且仅有一个父节点,belg,树的节点,子节点,0,24
循环链表是一种链表，其尾节点的指针指向头节点，使得链表形成一个环形结构，从而可以从链表中的任意节点开始遍历整个链表,b-belg,循环链表,链表,0,7
